Id,Label,uid,lname,Component ID,Eigenvector Centrality,Degree,Clustering Coefficient,Number of triangles,Eccentricity,Closeness Centrality,Betweenness Centrality,Authority,Hub,Modularity Class,PageRank
0,Tatiana,3AhjaQkZABGmc0H_FrjJag,Y.,0,0.081023008,3,0.333333333,1,3,2.764240506,1253.712088,9.42E-04,9.42E-04,11,8.88E-04
1,Tony,faaOI6hU64h6SSaF0f11eg,S.,0,0.562849864,104,0.006721434,36,3,2.029272152,149770.7862,0.024734983,0.024734983,11,0.031868356
2,Dallas,O_GWZZfQx7qv-n-CN7hsIA,A.,0,0.879774772,200,0.002864322,57,4,2.426424051,182036.9944,0.04734982,0.04734982,7,0.060090022
3,Dr.,xE3lS7R7B7eMtQHV2qTu_A,K.,0,0.038401784,3,0.333333333,1,3,2.913765823,210.744912,9.42E-04,9.42E-04,11,8.98E-04
4,Sabrina,tipQmXdg181T4NvxrXPjFg,B.,0,0.636053157,201,0,0,3,2.599683544,201478.2958,0.047585394,0.047585394,10,0.065792146
5,Aura,QTNMJ8unxkk8XT4Tl4a68g,C.,0,0.931558137,200,0.002261307,45,3,2.335443038,190126.5719,0.04734982,0.04734982,8,0.059641597
6,Chris,25W8CVIdQDIkyPb8ISCGpQ,S.,0,0.763243291,192,0.001145288,21,3,2.475474684,182974.9521,0.045465253,0.045465253,4,0.059237531
7,Gabi,dIIKEfOgo0KqUfGQvGikPg,M.,0,1,201,0.002885572,58,3,2.087025316,218749.737,0.047585394,0.047585394,5,0.060489701
8,Chris,TgW-w80-ketnwdUsjsAaNw,W.,0,0.673857014,200,5.53E-04,11,3,2.454905063,212024.8703,0.04734982,0.04734982,9,0.066811814
9,r.,27WMXae0mgIYu95KZBJVSA,r.,0,0.032343297,3,0,0,4,3.025316456,2525,9.42E-04,9.42E-04,11,0.001119692
10,Deb,KGsXnYHvYddGaL_jyl0DMQ,L.,0,0.984798086,200,0.003467337,69,3,2.352848101,173721.424,0.04734982,0.04734982,6,0.05804276
11,Samantha,JmhVFueYvJe0CsUddwuajw,O.,0,0.130308702,3,0.666666667,2,3,2.638449367,1168.769231,9.42E-04,9.42E-04,11,8.81E-04
12,Larry,WnwpWcNcJhHi39gdIUfJuQ,L.,0,0.07366051,2,1,1,4,2.886075949,0,7.07E-04,7.07E-04,11,6.41E-04
13,Carrie,5x6x5Gwsr2QAh-nkujDMrg,L.,0,0.071007702,2,1,1,4,2.871835443,0,7.07E-04,7.07E-04,11,6.63E-04
14,Rob,VZDdJXseXVMRIeYiDmdZWA,J.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
15,Chris,yR144OlfuI4585U4_HhHlg,R.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
16,Curious,4UoDlO9zZhxbY-qbJQVLgw,G.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
17,Jon,8SgjU2fID9VqKQooFt1DIQ,H.,0,0.175162042,4,0.5,3,3,2.513449367,2605.634056,0.001177856,0.001177856,11,0.001140763
18,Ronni,dGnz1c7v7DiIl63oM4uPIQ,F.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
19,Christine,gru76BjkRY6UQVcw_yAxiQ,O.,0,0.130308702,3,0.666666667,2,3,2.638449367,1168.769231,9.42E-04,9.42E-04,11,8.81E-04
20,Jennifer,Ov-0pRQxz5fTTElFE-WtTQ,W.,0,0.180093059,4,0.666666667,4,3,2.515031646,1753.046205,0.001177856,0.001177856,11,0.001133898
21,Isabel,JvQwxt79ykf2pen26WUJew,M.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
22,Floyd,qZB8BZ2ZzMF0VfIGhttu7w,C.,0,0.222774003,5,0.5,5,3,2.39556962,5216.439405,0.001413428,0.001413428,11,0.001395959
23,Richard,ol4WxweKYfn2ncAXHrFh6g,H.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
24,John,jcFLiBWSzYJydnGq3VcwcA,P.,0,0.08269674,2,1,1,3,2.768987342,0,7.07E-04,7.07E-04,11,6.25E-04
26,Kevin,0ewBXg2oHMsPEuDDTpZ_kQ,O.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
27,Alexander,p_azadim_uWFOXAhhKB3ag,C.,0,0.125377685,3,0.666666667,2,3,2.637658228,934.0056933,9.42E-04,9.42E-04,11,8.87E-04
28,Ed,3h38QgaoxooCojoN6pZNUA,D.,0,0.125377685,3,0.666666667,2,3,2.637658228,934.0056933,9.42E-04,9.42E-04,11,8.87E-04
29,Janelle,MfknWfoPx2oilsyUK3kekA,M.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
30,Leslie,e-4I-az0CQ9t71F_952oGg,F.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
31,Wendy,J9c0XM-wV_KQmtZYxvIFFQ,J.,0,0.078591527,2,0,0,3,2.765031646,1168.769231,7.07E-04,7.07E-04,11,6.34E-04
32,Andrew,C_LNk8vsCW9oXh1llPb2UQ,M.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
33,Nydia,04J_q_VhSBItxNiEAN-gkA,A.,0,0.180093059,4,0.666666667,4,3,2.515031646,1753.046205,0.001177856,0.001177856,11,0.001133898
34,Beth,gVmUR8rqUFdbSeZbsg6z_w,S.,0,0.132481097,3,0.666666667,2,3,2.636075949,584.2769738,9.42E-04,9.42E-04,11,8.79E-04
35,Shelly,LisTsUqnQ5RoW6reg6hyWQ,H.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
36,Richard,FDcweTC3ZT1_ZdZVCMmZnQ,J.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
37,Amber,7pi5q0cT60nBNwlHV0wLKQ,G.,0,0.125377685,3,0.666666667,2,3,2.637658228,934.0056933,9.42E-04,9.42E-04,11,8.87E-04
38,Thomas,UmXzwFM2OkZHWJ5cJZlqkg,S.,0,0.222774003,5,0.5,5,3,2.39556962,5216.439405,0.001413428,0.001413428,11,0.001395959
39,Dean-Ryan,RaNkWBMywhBqCZOQWSN_SQ,S.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
40,Matthew,HtCPdVujYJAZF4FKr-C9Lg,K.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
41,Shannon,vgjh4QE5wfXRHuPO5AX-NA,G.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
42,Laura,kCVPl2RumlSgSDx9PMfXDA,R.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
43,Bryan,4TDJf-JVb-P4Wzw5G9liMg,L.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
44,Brian,Mge9hZlZ3kRRLRRUT3xmqw,M.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
45,Deyonna,BybJLE7BIkCr2HV4ZpCfbg,J.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
46,Judie,CrEXwDlAiT6SvjIhQrrQZg,B.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
47,Daniel,xGFtDzkShCjfE2t4v7LyWw,N.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
48,John,jV3wT3IsnaCjuvv1Q69SEg,M.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
49,Cynthia,FZzftSlj4sEDut4KIi4rPw,R.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
50,Bryan,8MvA3ImPBZK1yCDPbNpf1g,M.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
51,Ross,DeT5T9ZCJpBzTxUUijcyxA,E.,0,0.123444867,3,0.666666667,2,3,2.634493671,1087.351389,9.42E-04,9.42E-04,11,8.94E-04
52,Scott,ZcGCHR83MKVwzG5yIWSPrA,S.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
53,John,UVubHrJMCYbYjk6ezBw0qg,C.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
54,Ethan,6i15eMv5ESm9uo-RTfn3yw,F.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
55,Joel,qiTy11I-yp6foxIghRfGOA,L.,0,0.07366051,2,1,1,4,2.886075949,0,7.07E-04,7.07E-04,11,6.41E-04
56,Daniel,o_8sVoYIFnoVun5YY_lAEg,A.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
57,Nikki,j7dcryWb3T_ATrhIuYl7Jw,W.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
58,Steve,7wPjxhDChwzOMp0LdflmGQ,F.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
59,Jonathan,qzd-6Uy1YdfXizQ_jgtwlA,S.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
60,lindsay,LM6pxbcfdyUS8M2jWoQk1g,b.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
61,Tina,DOTzP2qNughplMwJeoPdwg,S.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
62,Misty,iYODGbtSvRbvf_zwO18bWQ,M.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
63,Stephanie,sFRnh5U0bfTe8Ox8PygjHg,K.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
64,Richard,UktKGyMjLI41xz9VNFwULQ,K.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
65,Stephen,XGHmtNTlUnpXcM-g_3XX3A,M.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
66,Madeleine,ftjgT2U3AOLZUVdsuNV9RA,P.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
67,Lindsay,0nik3IkQaMCQZK6Y-372kQ,M.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
68,Ryan,xWuppgH39exhfEaOwbeJqw,S.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
69,Brian,6HUXGkyAr1pk_g-4KCvDJQ,C.,0,0.07366051,2,1,1,4,2.886075949,0,7.07E-04,7.07E-04,11,6.41E-04
70,Marty,FeIlZrb1YPwzIFm7bFVOGw,N.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
71,Reg,IhejvYc_PgH4gl7B_Gv-3w,S.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
72,Patrick,-8omuMimmlIGdtbpYDDP2g,M.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
73,Goran,n8rYNRnkBGSnqTqoe2g0lw,N.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
74,Noah,gsX9vRP_3NiYrbcYwUReEQ,A.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
75,Richard,6EsnfkS4aZe8uSu-FxaMdQ,N.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
76,Baumunk,HjWEMoVX7eEfwmXdMpMMiw,B.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
77,Matt,Ji9PeffxjwqPLO7pEfSpKQ,H.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
78,Mark,L8JYof7Cp0-nKkcPgLYPtg,R.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
79,Emily,orYuFrC0lqw6-IoO2R4-Fw,C.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
80,Chris,tm9zbEBjPe5DGdhxBBHUPA,K.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
81,jason,nsLZtxFPPNNeDU_rucWp6w,j.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
82,Anne,ygkieUfScoWsOcsBL4c1pg,M.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
83,Paul,qZfvqQYzo_zF4E4LFnhbRw,C.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
84,Margaret,Q9NlyapDA97_NA0qaq8w0A,L.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
85,Jeff,wxsO606Z6b2M0S7ovZ-K_w,W.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
86,Kris,D8ArPoKDlKktDowEDgBhow,C.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
87,Pamela,6wgRZDXSdZlPEfKA3TGnvA,B.,0,0.07366051,2,1,1,4,2.886075949,0,7.07E-04,7.07E-04,11,6.41E-04
88,Donna,wuNqI3-HWB6s7m_i1PmAgw,K.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
89,Rob,HO6eI1hI8Gc9pefSsUcG4Q,N.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
90,James,CCjRARMtzfBtXwt8jJcvKg,M.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
91,Brian,3XmjD8F3A8fHWU9o-MmF9A,M.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
92,Pamela,TE9o4cWvNXg5IYcjAwI5hg,B.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
93,arik,NMmu4oC-YRqdi0WY9pV78g,b.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
94,Kelly,ucHw8QML8evurYAWqg_6fw,M.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
95,Randy,HyhJAl9LM3nMHNjJC05gWw,L.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
96,Penny,wq-jm7sjJT1HFAJZRBW1gw,A.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
97,David,AVczd6i8sItay1JDHvnDOA,V.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
98,Jim,eFvu59y05DZ-mYEmJtc68g,W.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
99,Lucia,AZ40YDJOK5sT3BkueXHCbA,T.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
100,Lori,YSV8F_OPWRyWbGKS4eFBWQ,K.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
101,Joanne,4EJA39LCYqyc_2xdzkk12A,Elliott??????,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
102,John,L8OSlvjF25CJEKwc9NffHw,J.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
103,Cody,JfeB3fZyEKmcEjluS-oFdw,F.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
104,Marc,rO6ICYYF40r_HyFFaxGC8Q,H.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
105,Graham,fz0hWDjwljgSON2Ur0xtIw,W.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
106,Stefanie,vxQlOQ-0cTi49vmus7sxOA,B.,0,0.030979566,1,0,0,4,3.028481013,0,4.71E-04,4.71E-04,11,3.79E-04
112,Melanie,kR5p8iCMlGm-ld-uq0FrwQ,H.,0,0.100767937,2,0,0,4,2.825158228,1578.250206,7.07E-04,7.07E-04,5,6.29E-04
113,Rand,FOmaE6lFWFri8AQUbYTyvg,H.,0,0.195166056,4,0.5,3,4,2.583860759,3954.292017,0.001177856,0.001177856,4,0.001137894
114,Jennifer,RchFErTh3OA34apKZEL8Qw,A.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
115,Cheryl,HmILc-lgVKZS7mWNdYCSJw,B.,0,0.100767937,2,0,0,4,2.825158228,1578.250206,7.07E-04,7.07E-04,7,6.29E-04
116,Karen,DK57YibC5ShBmqQl97CKog,W.,0,0.090292906,2,0,0,4,2.977056962,1442.036118,7.07E-04,7.07E-04,7,6.36E-04
117,Laz,yeht7OozVLKBF0-GJWc1cg,C.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
118,Michael,U4INQZOPSUaj8hMjLlZ3KA,U.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
119,Chris,6ywZ6BHXvdas8o-omBli8g,V.,0,0.090292906,2,0,0,4,2.977056962,1442.036118,7.07E-04,7.07E-04,4,6.36E-04
120,Iain,2f4729XAkII59TA1B9ZRpA,B.,0,0.152485111,3,0.666666667,2,4,2.709651899,1578.250206,9.42E-04,9.42E-04,5,8.76E-04
122,K,Eo-tlvifhCJZPveZzpCCFA,J.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
123,Travis,G-_KF_Ul4d3WGEa-G0Iq4g,B.,0,0.244950412,5,0.5,5,4,2.469936709,5625.920381,0.001413428,0.001413428,7,0.001391182
124,Kay,3uPAF2-YwiTUN5NvVH6pIQ,T.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
125,Irene,EJ7ZhRHsMWj8du77LX34gw,V.,0,0.100767937,2,0,0,4,2.825158228,1578.250206,7.07E-04,7.07E-04,7,6.29E-04
126,Andrew,zOxFYwqq8Iwhsqm_jm016A,S.,0,0.099329136,2,1,1,4,3.100474684,0,7.07E-04,7.07E-04,6,6.20E-04
127,Christopher,LwSU7fthwBZKI9o4vS0dAg,B.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
128,Georgie,A0j21z2Q1HGic7jW6e9h7A,M.,0,0.150552293,3,0.666666667,2,4,2.694620253,1578.250206,9.42E-04,9.42E-04,7,8.83E-04
129,Tricia,gejiDBSDt1jt7VFU6USBaw,B.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
130,Rachel,IqSuHB7238XqA-ZZYLazbA,K.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
131,Megan,_hsT7ulNmBpc3K0NU_cxrw,W.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
132,Jeremy,5Z-3tcM07Pyc4mOF2Rjt6Q,G.,0,0.100767937,2,0,0,4,2.825158228,1578.250206,7.07E-04,7.07E-04,5,6.29E-04
133,Janelle,nyFqLcDf5d8AHk3uvoZHnQ,E.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
134,Stephanie,pu_AQig2fw40PshvtgONPQ,T.,0,0.271616269,6,0.266666667,4,4,2.158227848,51610.3519,0.001648999,0.001648999,4,0.001706371
135,Bao,kjeX2RXvW7RhBbD2QLd5jA,H.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
136,Blanca,jyy_p2baoX_rZMhRpi69dw,C.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
137,J,QJI9OSEn6ujRCtrX06vs1w,D.,0,0.240624363,5,0.4,4,4,2.318037975,26718.4432,0.001413428,0.001413428,8,0.001407098
138,Mike,yqa2qWN6acpmDuDL3U61UA,D.,0,0.100767937,2,0,0,4,2.825158228,1578.250206,7.07E-04,7.07E-04,5,6.29E-04
139,Morris,np2cEu_LDw4R8Xg7sZK3zQ,K.,0,0.100767937,2,0,0,4,2.825158228,1578.250206,7.07E-04,7.07E-04,5,6.29E-04
140,Michelle,LFRzEzr9oQe_qKR8ptglbg,M.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
141,Sara,Vgcf5aHhQD1kgFjHSO1o9w,S.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
142,Nick,wWIwGPQs0P7Xtx_5Zp5cag,R.,0,0.097396318,2,1,1,4,3.094936709,0,7.07E-04,7.07E-04,8,6.27E-04
143,Jen,hSoKKWrNdyRJdNE3--fY9g,R.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
144,Mike,TYCkjEHPSJSnFb6m6GDluw,O.,0,0.090292906,2,0,0,4,2.977056962,1442.036118,7.07E-04,7.07E-04,4,6.36E-04
146,Ashley,aB3AfX61a5ZBtpWlCAB4Mw,A.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
147,Maggie,KQMzfaaI9jfo68S4CsCifA,F.,0,0.099329136,2,1,1,4,3.100474684,0,7.07E-04,7.07E-04,7,6.20E-04
148,Tiffany,hfoQz3eUkASnf3bs7AdbuA,T.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
149,Laura,_jjbwHWLFA5GjWFWGLj4ZQ,L.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
150,AMber,rA97zeqOrUYuEM69n0Xn4w,W.,0,0.099329136,2,1,1,4,3.100474684,0,7.07E-04,7.07E-04,6,6.20E-04
151,Jim,5R34ELtJ7G7GS3gmTi6M3A,H.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
153,Corey,MWuVbyBgP4vD24Rc7UH5xw,Tess,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
154,Ryan,EbbOIQ5oAamS9D_B_7cC7w,L.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
155,Michael,6Uup5yoodhI5upHNaPUKVQ,C,0,0.149113493,3,0.666666667,2,4,2.976265823,584.2769738,9.42E-04,9.42E-04,7,8.74E-04
156,Aileen,M9rRM6Eo5YbKLKMG5QiIPA,B.,0,0.182038217,4,0.166666667,1,4,2.556170886,21311.40404,0.001177856,0.001177856,9,0.00116599
157,Marisa,6rGVoAI0Bl8ZEbMNJWOK3w,S.,0,0.099329136,2,1,1,4,3.100474684,0,7.07E-04,7.07E-04,6,6.20E-04
158,Carmelo,gIWzYF7HQ8FPhPZ8e1xhuA,W.,0,0.099329136,2,1,1,4,3.100474684,0,7.07E-04,7.07E-04,6,6.20E-04
159,Jeff,Wwfgp3-I2DpQa37UJipeOg,K.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
160,Michael,AyqFPqlVYrsadlHfkSZbPQ,S.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
161,Morgan,T8LqkYbwMPZmvXSsUfN8sQ,D.,0,0.099329136,2,1,1,4,3.100474684,0,7.07E-04,7.07E-04,6,6.20E-04
162,Eli,9hMqNBBpTl3lBy6qCAyu-A,H.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
163,Joanna,2sNEKxKcGaTVBJiokqp9Zg,S.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
164,Kirill,KeOtkw4dKMClBUurmL__7Q,K.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
165,Melissa,0Io2urFUolbW5kpS-u-pNQ,K.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
166,Matthew,tJlQFy645KRf5ffreMAqHg,P.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
167,Dave,Wi0VgIrbb8vqU6weyVw6tg,N.,0,0.182038217,4,0.166666667,1,4,2.556170886,21311.40404,0.001177856,0.001177856,7,0.00116599
168,Joe,5ANQiGT0d0RWMJG1LCvNWA,P.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
169,Brian,kgUlckbRyHvMD_78NoXE9w,F.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
170,Jennifer,eAJ3Ip0vh-zuk_BmcmchYA,H.,0,0.149113493,3,0.666666667,2,4,2.976265823,584.2769738,9.42E-04,9.42E-04,7,8.74E-04
171,Nick,Hou_hLWpNP8EkGCEP2w-PQ,G.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
172,Meagan,eA8WqJj_15lWURDwE6DsKQ,B.,0,0.090292906,2,0,0,4,2.977056962,1442.036118,7.07E-04,7.07E-04,7,6.36E-04
173,Maci,MFGDwMQJijNc0mHv1s_BUQ,K.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
174,Alicia,tCbEkK11lnqeaNVkhlurrQ,G.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
175,Bonnie,R5WcogaoAwjdHxrB2v5NsQ,E.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
176,Monica,bpgbVPJcG-wQ4cNBcPPIxw,O.,0,0.097396318,2,1,1,4,3.094936709,0,7.07E-04,7.07E-04,7,6.27E-04
177,Lindsey,RBZ_kMjowV0t6_nv2UKaDQ,D.,0,0.191794438,4,0.333333333,2,4,2.737341772,4047.670175,0.001177856,0.001177856,4,0.001135565
178,Shannon,XMy-OTpVY8O1L-8w1zOKcw,E.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
179,Toni,Et79VAN692zD2j32PM1E8w,J.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
180,Michael,b8LFVfj8Gu3FWJB38b-EDQ,P.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
181,Brian,nPXVprOV3ioobtAc_s7-CA,T.,0,0.047611962,1,0,0,5,3.425632911,0,4.71E-04,4.71E-04,7,3.74E-04
